id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget,vehicleMode_override,provider_override,gondolaInfo_override
1:1171,Ministry of Environmental Protection and Agriculture,,გარემოს დაცვისა და სოფლის მეურნეობის სამინისტრო,,,41.752305,,44.769606,,171,,,,,,
1:1173,Police Department,,პოლიციის დეპარტამენტი,,,41.755729,,44.76904,,351,,,,,,
1:1174,Village Dighomi Lane,,სოფელ დიღმის გადასახვევი,,,41.75965,,44.76833,,180,,,,,,
1:1175,Village Dighomi Lane,,სოფელ დიღმის გადასახვევი,,,41.759108,,44.768558,,1,,,,,,
1:1176,Evgeni Mikeladze Street,,ევგენი მიქელაძის ქუჩა,,,41.762973,,44.768874,,358,,,,,,
1:1177,Dighomi Masivi V Block,,დიღმის მასივი V კვარტალი,,,41.766466,,44.769236,,5,,,,,,
1:1178,National Enforcement Bureau,,აღსრულების ეროვნული ბიურო,,,41.781277,,44.769526,,8,,,,,,
1:1179,Davit Aghmashenebeli Alley 12th Kilometer,,დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი,,,41.784411,,44.769877,,6,,,,,,
1:1180,Giorgi Brtskinvale Street,,გიორგი ბრწყინვალეს ქუჩა,,,41.789069,,44.764937,,358,,,,,,
1:1181,Ioane Petritsi St #15,,იოანე პეტრიწის ქუჩა #15,,,41.792675,,44.757491,,270,,,,,,
1:1182,Ioane Petritsi St #5,,იოანე პეტრიწის ქუჩა #5,,,41.792701,,44.761772,,272,,,,,,
1:1183,Mirian Mepe St #55,,მირიან მეფის ქუჩა #55,,,41.787405,,44.74636,,271,,,,,,
1:1184,Mirian Mepe St #75,,მირიან მეფის ქუჩა #75,,,41.787391,,44.7432,,269,,,,,,
1:1185,Davit Batonishvili Street,,დავით ბატონიშვილის ქუჩა,,,41.788995,,44.737693,,1,,,,,,
1:1187,Public School #192,,#192-ე საჯარო სკოლა,,,41.794308,,44.742669,,23,,,,,,
1:1188,Didi Dighomi IV M/D (Bus Depot #2),,დიდი დიღომი IV მ/რ (ავტობაზა #2),,,41.795148,,44.745415,,246,,,,,,
1:1190,Public School #192,,#192-ე საჯარო სკოლა,,,41.794194,,44.742411,,218,,,,,,
1:1191,Archil Mepe St #8,,არჩილ მეფის ქუჩა #8,,,41.792609,,44.738318,,276,,,,,,
1:1192,Davit Batonishvili Street,,დავით ბატონიშვილის ქუჩა,,,41.789109,,44.737514,,169,,,,,,
1:1193,Mirian Mepe St #100,,მირიან მეფის ქუჩა #100,,,41.787307,,44.743168,,89,,,,,,
1:1194,Mirian Mepe St #90,,მირიან მეფის ქუჩა #90,,,41.787323,,44.746177,,90,,,,,,
1:1195,Teimuraz I Street,,თეიმურაზ I-ის ქუჩა,,,41.787415,,44.749153,,266,,,,,,
1:1196,Giorgi Brtskinvale Street,,გიორგი ბრწყინვალეს ქუჩა,,,41.788895,,44.755385,,3,,,,,,
1:1197,Ioane Petritsi St #14,,იოანე პეტრიწის ქუჩა #14,,,41.792489,,44.75685,,90,,,,,,
1:1198,Ioane Petritsi St #8,,იოანე პეტრიწის ქუჩა #8,,,41.792373,,44.759012,,92,,,,,,
1:1199,Ioane Petritsi St #4,,იოანე პეტრიწის ქუჩა #4,,,41.792507,,44.761777,,90,,,,,,
1:1200,Giorgi Brtskinvale Street,,გიორგი ბრწყინვალეს ქუჩა,,,41.788913,,44.764583,,180,,,,,,
1:1201,Davit Aghmashenebeli Alley 12th Kilometer,,დავით აღმაშენებლის ხეივანი მე-12 კილომეტრი,,,41.785137,,44.769091,,183,,,,,,
1:1202,Levan Pitskheliani Street,,ლევან ფიცხელიანის ქუჩა,,,41.778755,,44.768496,,184,,,,,,
1:1203,Chashnagiri Street,,ჭაშნაგირის ქუჩა,,,41.783197,,44.768879,,184,,,,,,
1:1205,Tbilisi City Court,,საქალაქო სასამართლო,,,41.772252,,44.768372,,180,,,,,,
1:1208,Dighomi Block VI,,დიღმის მასივი VI კვარტალი,,,41.760088,,44.770837,,321,,,,,,
1:1209,Dighomi Masivi I Block,,დიღმის მასივი I კვარტალი,,,41.760076,,44.770457,,146,,,,,,
1:1211,Kote Marjanishvili Theatre,,კოტე მარჯანიშვილის თეატრი,,,41.70845,,44.794277,,242,,,,,,
1:1212,Galaktion Tabidze Bridge,,გალაკტიონ ტაბიძის ხიდი,,,41.707262,,44.791292,,234,,,,,,
1:1213,Kote Marjanishvili Theatre,,კოტე მარჯანიშვილის თეატრი,,,41.708478,,44.794602,,62,,,,,,
1:1217,Last Rise,,ბოლო აღმართი,,,41.68936,,44.790088,,120,,,,,,
1:1220,Mtatsminda Park,,მთაწმინდის პარკი,,,41.693534,,44.782425,,223,,,,,,
1:1235,"Okrokana, Mirza Gelovani Street",,"ოქროყანა, მირზა გელოვანის ქუჩა",,,41.683824,,44.765993,,138,,,,,,
1:1238,Mikheil Tamarashvili Avenue,,მიხეილ თამარაშვილის გამზირი,,,41.723628,41.72351,44.745305,44.74533,180,,,,,,
1:1239,University Street,,უნივერსიტეტის ქუჩა,,,41.720693,41.72069,44.745692,44.74568,179,,,,,,
1:1240,Ilia State University,,ილიას სახელმწიფო უნივერსიტეტი,,,41.71361,,44.746488,,109,,,,,,
1:1241,Tbilisi Concert Hall,,ფილარმონია,,,41.706728,41.7067,44.786362,44.78632,121,,,,,,
1:1243,Zurab Muzashvili Street,,ზურაბ მუზაშვილის ქუჩა,,,41.727403,,44.732074,,348,,,,,,
1:1244,Ramaz Chkhikvadze St #6,,რამაზ ჩხიკვაძის ქუჩა #6,,,41.728314,,44.733646,,68,,,,,,
1:1248,"Nutsubidze M/D-3, I Block, #5",,"ნუცუბიძის III მ/რ, I კვარტალი, #5",,,41.729424,,44.736291,,172,,,,,,
1:1249,Kindergarten #142,,#142-ე საბავშვო ბაღი,,,41.73046,,44.732678,,77,,,,,,
1:1250,"Nutsubidze M/D-3, II Block, #2",,"ნუცუბიძის III მ/რ, II კვარტალი, #2",,,41.729446,,44.731448,,277,,,,,,
1:1251,Ramaz Chkhikvadze St #19,,რამაზ ჩხიკვაძის ქუჩა #19,,,41.729391,,44.733276,,271,,,,,,
1:1252,Special Penitentiary Service,,სპეციალური პენიტენციური სამსახური,,,41.720879,,44.717397,,175,,,,,,
1:1253,M/S Technical University,,"მ/ს ""სახელმწიფო უნივერსიტეტი""",,,41.722573,,44.718859,,80,,,,,,
1:1254,M/S Technical University,,"მ/ს ""სახელმწიფო უნივერსიტეტი""",,,41.722969,41.72301,44.718011,44.71801,266,,,,,,
1:1255,Mikheil Shavishvili Street,,მიხეილ შავიშვილის ქუჩა,,,41.722939,,44.722131,,79,,,,,,
1:1256,Mikheil Shavishvili Street,,მიხეილ შავიშვილის ქუჩა,,,41.72345,,44.722394,,263,,,,,,
1:1257,Marijani Street,,მარიჯანის ქუჩა,,,41.723576,,44.728456,,83,,,,,,
1:1258,Varlam Topuria street,,ვარლამ თოფურიას ქუჩა,,,41.7232,,44.724824,,83,,,,,,
1:1259,Varlam Topuria street,,ვარლამ თოფურიას ქუჩა,,,41.723666,,44.724953,,262,,,,,,
1:1261,M/S Vazha-Pshavela,,"მ/ს ""ვაჟა-ფშაველა""",,,41.724175,,44.730591,,276,,,,,,
1:1262,Vazha-Pshavela Ave #70,,ვაჟა-ფშაველას გამზირი #70,,,41.724463,41.72444,44.735655,44.73565,82,,,,,,
1:1263,Marshal Archil Gelovani Park,,მარშალ არჩილ გელოვანის პარკი,,,41.724861,,44.738828,,262,,,,,,
1:1265,Ilia State University,,ილიას სახელმწიფო უნივერსიტეტი,,,41.713574,41.71359,44.748538,44.74854,292,,,,,,
1:1266,University Street,,უნივერსიტეტის ქუჩა,,,41.720663,41.72069,44.746196,44.74623,0,,,,,,
1:1267,Abastumani Street,,აბასთუმნის ქუჩა,,,41.720977,41.72094,44.792901,44.79297,334,,1:20191,,,,
1:1268,Robert Bardzimashvili Street,,რობერტ ბარძიმაშვილის ქუჩა,,,41.765852,,44.774424,,185,,,,,,
1:1269,Boris Paichadze St #14,,ბორის პაიჭაძის ქუჩა #14,,,41.761521,,44.774534,,177,,,,,,
1:1296,Besarion Zhghenti St #18,,ბესარიონ ჟღენტის ქუჩა #18,,,41.727596,,44.725328,,260,,,,,,
1:1297,Besarion Zhghenti St #7,,ბესარიონ ჟღენტის ქუჩა #7,,,41.727516,,44.725353,,82,,,,,,
1:1298,Mkhatvari Street,,მხატვრის ქუჩა,,,41.7281,,44.728762,,258,,,,,,
1:1299,Mkhatvari Street,,მხატვრის ქუჩა,,,41.728046,,44.728941,,76,,,,,,
1:1300,Besarion Zhghenti St #37,,ბესარიონ ჟღენტის ქუჩა #37,,,41.729033,,44.726847,,265,,,,,,
1:1301,Besarion Zhghenti St #76,,ბესარიონ ჟღენტის ქუჩა #76,,,41.728955,,44.726919,,86,,,,,,
1:1302,Besarion Zhghenti St #71,,ბესარიონ ჟღენტის ქუჩა #71,,,41.729351,,44.722475,,297,,,,,,
1:1303,Mirkma-Migebeba Church,,მირქმის ეკლესია,,,41.728805,,44.7248,,84,,,,,,
1:1304,Besarion Zhghenti St #73,,ბესარიონ ჟღენტის ქუჩა #73,,,41.729393,,44.722094,,116,,,,,,
1:1306,Besarion Zhghenti St #85,,ბესარიონ ჟღენტის ქუჩა #85,,,41.730194,41.73016,44.722759,44.72279,55,,,,,,
1:1307,Paata Datuashvili St #12,,პაატა დათუაშვილის ქუჩა #12,,,41.731167,,44.728003,,85,,,,,,
1:1308,Konstantine Kapaneli St #14,,კონსტანტინე კაპანელის ქუჩა #14,,,41.732556,,44.732659,,80,,,,,,
1:1309,Alexandre Bandzeladze Street,,ალექსანდრე ბანძელაძის ქუჩა,,,41.734253,,44.730669,,283,,,,,,
1:1311,Public School #102,,#102-ე საჯარო სკოლა,,,41.733701,,44.724792,,270,,,,,,
1:1312,Leo and Nodar Gabunia St #22,,ლეო და ნოდარ გაბუნიების ქუჩა #22,,,41.734531,,44.722719,,317,,,,,,
1:1314,Nutsubidze Plato V M/D Lane,,ნუცუბიძის პლატო V მ/რ-ის გადასახვევი,,,41.732662,41.73263,44.722775,44.72276,139,,,,,,
1:1315,Avto Varazi St #2a,,ავთო ვარაზის ქუჩა #2ა,,,41.731169,,44.724222,,233,,,,,,
1:1316,Besarion Zhghenti St #85,,ბესარიონ ჟღენტის ქუჩა #85,,,41.730278,,44.722732,,235,,,,,,
1:1317,Leo and Nodar Gabunia St #21,,ლეო და ნოდარ გაბუნიების ქუჩა #21,,,41.736175,,44.721302,,335,,,,,,
1:1318,M/S Vazha-Pshavela,,"მ/ს ""ვაჟა-ფშაველა""",,,41.72317,,44.729566,,175,,,,,,
1:1320,Petre Khvedeliani Street,,პეტრე ხვედელიძის ქუჩა,,,41.684994,,44.867292,,282,,,,,,
1:1322,Kaloubani Street,,კალოუბნის ქუჩა,,,41.689104,,44.870546,,185,,,,,,
1:1323,Kaloubani Street,,კალოუბნის ქუჩა,,,41.69017,,44.870771,,6,,,,,,
1:1324,M/S Varketili,,"მ/ს ""ვარკეთილი""",,,41.691014,,44.870405,,161,,,,,,
1:1325,M/S Varketili,,"მ/ს ""ვარკეთილი""",,,41.691595,,44.870857,,355,,,,,,
1:1326,Public School #145,,#145-ე საჯარო სკოლა,,,41.694277,,44.870363,,338,,,,,,
1:1329,Public School #145,,#145-ე საჯარო სკოლა,,,41.694053,,44.870302,,163,,,,,,
1:1330,Ilia Sukhishvili Street,,ილია სუხიშვილის ქუჩა,,,41.701479,,44.871812,,20,,,,,,
1:1331,Ilia Sukhishvili Street,,ილია სუხიშვილის ქუჩა,,,41.702422,,44.871946,,208,,,,,,
1:1332,Ilia Sukhishvili Park,,ილია სუხიშვილის პარკი,,,41.701994,,44.873587,,108,,,,,,
1:1333,Public School #105,,#105-ე საჯარო სკოლა,,,41.701826,,44.876913,,84,,,,,,
1:1334,Ilia Sukhishvili Square,,ილია სუხიშვილის მოედანი,,,41.702464,,44.881253,,17,,,,,,
1:1335,"Varketili 3, M/D-2",,"ვარკეთილი 3, II მ/რ",,,41.703902,,44.88216,,32,,,,,,
1:1336,Iotam Zedginidze Street,,იოთამ ზედგინიძის ქუჩა,,,41.707946,,44.881926,,294,,,,,,
1:1337,Nazi Shamanauri Street,,ნაზი შამანაურის ქუჩა,,,41.708358,,44.876702,,289,,,,,,
1:1338,Victor Kupradze Street,,ვიქტორ კუპრაძის ქუჩა,,,41.709493,,44.874279,,314,,,,,,
1:1339,Varketili 3 M/D-3a #338,,ვარკეთილი 3 - IIIა მ/რ #338,,,41.709177,,44.872115,,221,,,,,,
1:1340,Public School #61,,#61-ე საჯარო სკოლა,,,41.717876,,44.777358,,254,,,,,,
1:1341,Chailuri Street,,ჩაილურის ქუჩა,,,41.717083,,44.774244,,251,,,,,,
1:1342,Vladimer Bakhutashvili Street,,ვლადიმერ ბახუტაშვილის ქუჩა,,,41.716457,,44.771744,,252,,,,,,
1:1343,Bakuriani Street,,ბაკურიანის ქუჩა,,,41.716038,,44.770003,,252,,,,,,
1:1344,Victor Dolidze St #55,,ვიქტორ დოლიძის ქუჩა #55,,,41.716343,,44.767943,,282,,,,,,
1:1345,Alexandre Shaverzashvili Street,,ალექსანდრე შავერზაშვილის ქუჩა,,,41.716513,,44.765342,,158,,,,,,
1:1347,Victor Dolidze St #80,,ვიქტორ დოლიძის ქუჩა #80,,,41.716279,,44.768005,,103,,,,,,
1:1348,Bakuriani Street,,ბაკურიანის ქუჩა,,,41.715909,,44.769721,,88,,,,,,
1:1349,Vladimer Bakhutashvili Street,,ვლადიმერ ბახუტაშვილის ქუჩა,,,41.716441,,44.772042,,73,,,,,,
1:1350,Meliton and Andria Balanchivadze Street,,მელიტონ და ანდრია ბალანჩივაძეების ქუჩა,,,41.716827,,44.77533,,28,,,,,,
1:1352,Station Square,,სადგურის მოედანი,,,41.722154,,44.79675,,154,,,,,,
1:1353,Lisi Lake Settlement,,ლისის ტბის დასახლება,,,41.736407,,44.746794,,321,,,,,,
1:1354,Levan Charkviani St #10,,ლევან ჩარკვიანის ქუჩა #10,,,41.737278,,44.739195,,156,,,,,,
1:1355,Shalva Nutsubidze Street,,შალვა ნუცუბიძის ქუჩა,,,41.730592,,44.757751,,294,,,,,,
1:1356,Vakhtang Chikovani Street,,ვახტანგ ჩიქოვანის ქუჩა,,,41.731727,,44.754632,,44,,,,,,
1:1357,Vakhtang Chikovani Street,,ვახტანგ ჩიქოვანის ქუჩა,,,41.731407,,44.754202,,76,,,,,,
1:1358,Shalva Nutsubidze Street,,შალვა ნუცუბიძის ქუჩა,,,41.730508,41.73048,44.757721,44.75769,112,,,,,,
1:1362,Mshvidoba Bridge,,მშვიდობის ხიდი,,,41.692056,,44.807876,,158,,,,,,
1:1365,Ibrahim-Isfahanli Street,,იბრაჰიმ-ისფაჰანლის ქუჩა,,,41.687728,,44.818586,,119,,,,,,
